NAME	X	Y	cluster_cd8
TYPE	numeric	numeric	group
C06163	29.6014	-47.6502	3
C06164	29.4857	-48.8528	3
C06165	23.3474	-44.6294	3
C06166	24.9132	-37.0862	3
C06167	10.9747	-26.1615	3
C06168	24.1998	-44.893	3
C06169	26.1044	-41.9926	3
C06171	16.4276	-41.5206	3
C06173	-15.8934	5.7287	2
C06174	21.361	-45.3804	3
C06175	-7.4317	-3.425	3
C06176	17.6789	-39.0188	3
C06178	25.2968	-47.3036	3
C06179	13.4254	-22.737	3
C06180	-21.0025	-64.3481	3
C06181	21.3117	-43.0956	3
C06182	11.0131	-26.4168	3
C06183	12.9414	-25.5091	3
C06184	27.8421	-48.1292	3
C06185	7.8164	-24.6465	3
C06186	27.4867	-46.9899	3
C06187	12.6013	-22.2518	3
C06188	14.2905	-44.0295	3
C06189	15.8155	-38.3872	3
C06190	10.4632	-28.0399	3
C06191	-60.7001	-7.7844	3
C06192	-43.7977	-23.3314	3
C06193	27.2772	-45.5808	3
C06194	10.5132	-25.5829	3
C06195	24.5913	-46.0632	3
C06196	15.8497	-38.3782	3
C06198	18.3037	-42.2794	3
C06199	12.1662	-38.8552	3
C06200	27.0487	-39.4215	3
C06202	26.7042	-48.7996	3
C06203	16.865	-24.4756	3
C06204	9.2403	-26.514	3
C06205	16.5604	-24.9174	3
C06206	28.4712	-42.9369	3
C06207	9.6849	-24.2168	3
C06208	-43.8582	-30.2551	3
C06210	-42.8511	-53.8003	3
C06213	-87.3041	-7.4026	3
C06214	-40.4993	-13.7108	3
C06215	-21.2638	-31.8061	3
C06216	7.1438	-47.1518	3
C06217	-22.2059	-33.4198	3
C06219	-50.7452	-31.8592	3
C06220	19.0582	-30.2851	3
C06221	18.9477	-32.1905	3
C06222	-40.23	-51.4005	3
C06223	-53.2498	-34.0012	3
C06224	-40.1626	-14.2367	3
C06226	-45.9901	-50.1189	3
C06227	-18.8546	-33.1765	3
C06229	-21.0935	-34.5238	3
C06230	-41.9747	-47.8114	3
C06231	-51.3674	-31.2988	3
C06232	-50.2241	-33.4315	3
C06233	-43.2669	-52.0251	3
C06234	-57.3	-51.4148	3
C06235	-26.9698	-35.0638	3
C06236	-85.0851	4.9415	1
C06237	-36.025	-19.1525	3
C06238	-87.0828	-6.6743	3
C06239	-44.2857	-30.2721	3
C06240	19.5472	-30.9052	3
C06241	-51.0607	-29.2158	3
C06242	-57.0443	-51.1416	3
C06243	-21.5877	-33.7612	3
C06244	-42.5601	-13.1893	3
C06245	-44.3466	-47.3495	3
C06246	-47.9715	-31.2178	3
C06247	-37.9467	-46.515	3
C06249	8.809	-47.5333	3
C06250	-87.3432	-7.7179	3
C06252	-43.8955	-52.84	3
C06254	-15.9659	-42.0437	3
C06255	-1.9133	-23.6389	3
C06256	-27.5955	2.3092	3
C06257	-16.222	-14.3303	3
C06258	14.8375	-23.6127	3
C06259	-24.4603	-36.1566	3
C06260	-11.8037	-36.7723	3
C06261	-67.9276	-21.6369	3
C06264	-53.9344	-26.8559	3
C06266	-38.4113	-43.9713	3
C06267	-23.7533	-35.37	3
C06268	-15.9147	-32.619	3
C06269	-38.0046	-18.6162	3
C06270	-8.8289	-42.5158	3
C06272	-37.8141	-51.6588	3
C06276	13.6847	-26.556	3
C06278	-36.0237	-46.5266	3
C06279	-2.914	-10.6554	3
C06281	14.9674	-40.7768	3
C06282	1.6674	-35.0518	3
C06283	-49.826	-3.2156	3
C06284	-10.5542	-15.8463	3
C06285	-16.4302	-43.0597	3
C06287	-27.5535	-25.3971	3
C06288	-9.6203	-32.7343	3
C06289	15.4594	-22.8669	3
C06290	-38.0312	-50.4301	3
C06292	-59.0193	-22.441	3
C06293	-10.5287	-35.4005	3
C06296	-17.1929	-45.8769	3
C06297	37.7327	-81.2092	3
C06298	-20.3629	-40.4855	3
C06299	-22.5653	-35.7602	3
C06300	-22.9177	-27.412	3
C06301	-4.641	-11.0586	3
C06302	-10.3637	-20.8113	3
C06303	-22.7184	-19.3079	3
C06304	-11.1921	-49.0783	3
C06305	-32.497	-34.246	3
C06307	-21.4232	-42.9677	3
C06308	-21.7125	-48.3068	3
C06309	-76.4921	-1.4762	3
C06310	-11.0367	-38.0561	3
C06311	-16.9432	-49.0782	3
C06312	-21.8676	-39.641	3
C06313	-17.7432	-42.4478	3
C06314	-20.8296	-35.4467	3
C06315	-15.1757	-43.8084	3
C06316	-20.0684	-43.2239	3
C06317	-15.0776	-42.597	3
C06319	-0.5255	-15.3992	3
C06320	-17.1826	-42.9369	3
C06321	-5.8132	-9.6886	3
C06322	-18.5267	-14.8892	3
C06323	-17.1947	-40.5474	3
C06325	-16.2852	-39.5804	3
C06326	-25.3973	-11.4568	3
C06327	-17.0724	-12.7917	3
C06330	-10.4796	-20.5393	3
C06331	-13.3724	-44.6665	3
C06332	-11.8442	-18.5424	3
C06333	-66.7856	-19.436	3
C06334	-50.2713	-4.5304	3
C06338	-11.5863	-35.834	3
C06339	-19.8659	-8.3442	3
C06341	-31.1458	-50.2038	3
C06343	-50.0537	-27.2516	3
C06344	-0.1869	-0.1918	3
C06346	35.4496	-97.1114	5
C06347	-46.4656	-24.3482	3
C06349	-10.7409	-20.6876	3
C06350	-46.3016	-29.2789	3
C06351	-56.2484	-53.5183	3
C06352	-12.3435	-32.0485	3
C06354	-7.9951	-78.1924	3
C06355	-2.3848	-25.1546	3
C06356	-27.2206	-2.6851	3
C06357	-22.2618	-20.9898	3
C06358	-53.6293	-37.8796	3
C06360	-42.9285	-22.0182	3
C06361	-62.7496	-29.756	3
C06362	-22.3961	-39.9961	3
C06363	36.0444	-96.9374	3
C06364	-12.8127	-30.7515	3
C06365	-11.891	-37.3419	3
C06368	-39.2484	-49.1108	3
C06370	-4.7874	-17.0905	3
C06371	-39.8549	-6.667	3
C06372	-39.796	-50.7295	3
C06373	-12.5686	-34.8456	3
C06374	-87.3142	-17.7375	3
C06376	-10.7048	-74.6839	3
C06377	-2.9248	-32.3713	3
C06378	-34.4825	-38.2805	3
C06379	-16.8081	-30.6618	3
C06380	-11.3827	-28.3032	3
C06384	-58.8681	-45.3591	3
C06385	-26.4491	4.642	2
C06386	-6.4436	-26.1673	3
C06387	-53.2975	-7.0839	3
C06388	-66.2077	-22.6081	3
C06389	-46.3201	1.104	3
C06390	-40.1034	4.1661	3
C06391	-9.5508	-42.5584	3
C06392	-12.0467	-36.1275	3
C06393	-2.5163	-25.1329	3
C06394	-8.3455	-19.0833	3
C06395	-9.2469	-32.6947	3
C06396	23.1603	-80.4922	3
C06397	-9.3529	-36.859	3
C06400	-57.1731	-46.5482	3
C06401	-30.2333	-48.9133	3
C06402	-13.8117	-6.962	3
C06403	-42.3995	-19.133	3
C06404	-26.2569	-18.8639	3
C06405	12.0497	-26.3417	3
C06406	16.9818	-38.3004	3
C06407	5.7334	-34.155	3
C06408	38.9326	1.2095	3
C06409	-19.74	-43.3302	3
C06410	27.5458	-78.4781	3
C06412	-0.1408	-27.659	3
C06413	-47.4574	-40.5108	3
C06414	-27.4525	-31.1713	3
C06415	-23.3758	-39.1122	3
C06416	-36.3825	-19.9601	3
C06418	0.8516	-27.7374	3
C06419	-39.3187	1.8897	3
C06420	-22.7302	-9.5936	3
C06421	-15.7778	-36.3035	3
C06422	-45.1861	-44.1022	3
C06423	-17.6618	-42.1479	3
C06424	-27.7939	-4.6597	3
C06425	-37.5115	-51.0724	3
C06426	15.7763	-41.2337	3
C06427	-11.408	-38.1843	3
C06428	-6.2179	-40.9868	3
C06429	-63.1828	-16.2973	3
C06430	-21.2432	-41.0158	3
C06431	-15.4245	-38.9068	3
C06432	-74.2407	-32.7347	3
C06433	-59.4607	-19.9189	3
C06434	-20.7808	-40.2373	3
C06435	-11.4663	-20.6564	3
C06436	-25.7753	-38.4057	3
C06438	-37.458	-24.326	3
C06439	-9.8019	-29.7799	3
C06440	-36.7627	-15.2814	3
C06441	23.5032	-27.985	3
C06442	14.6276	-24.8852	3
C06443	-69.5942	-21.0307	3
C06444	-23.1384	-38.6974	3
C06445	-17.0016	-1.0356	3
C06446	-20.4569	-40.1849	3
C06448	-29.335	-3.5439	3
C06449	-12.9367	-21.1297	3
C06450	-14.296	-43.3085	3
C06451	-32.6388	-35.5558	3
C06452	30.015	-49.6768	3
C06453	-22.7522	-8.8059	3
C06455	6.0316	-50.995	3
C06456	-30.6339	-49.3298	3
C06458	-21.7832	-48.6093	3
C06459	-58.7652	-43.7019	3
C06460	-46.0349	-40.6647	3
C06461	-12.0366	-2.3946	2
C06462	-50.2631	-27.4937	3
C06464	-18.6204	-59.9483	3
C06465	3.1206	-4.949	3
C06466	11.778	-39.4092	3
C06468	10.4854	-40.6977	3
C06469	9.6592	-11.7222	3
C06470	5.7059	-14.5131	3
C06471	11.7792	-42.6441	3
C06472	5.9452	-37.2164	3
C06473	-13.6531	8.4483	3
C06475	12.9896	-40.6352	3
C06476	-7.5839	-33.173	3
C06477	-11.6734	-11.7871	3
C06478	-32.5041	0.5016	3
C06479	17.1885	-12.6419	6
C06480	-59.8071	-30.7149	3
C06481	-2.1411	-22.5478	3
C06482	-0.9773	-7.0654	3
C06483	14.6049	-7.26	6
C06486	-12.8375	-12.6788	3
C06487	-41.0971	-36.1524	3
C06488	63.0771	-65.861	6
C06489	-1.2374	-32.151	3
C06490	18.1704	-11.016	6
C06491	-4.6807	-12.1015	3
C06492	61.4739	-76.6947	3
C06493	14.1875	-24.1947	3
C06494	-10.4829	-15.9334	3
C06495	-10.948	-22.8128	3
C06496	26.796	-78.8325	3
C06497	-6.5933	-14.8975	3
C06498	-11.7069	-8.0614	3
C06499	24.645	-33.5311	3
C06500	-13.0807	-7.5583	3
C06502	-60.7999	-28.4167	3
C06503	11.0904	-42.4196	3
C06506	11.0623	-40.1342	3
C06507	-8.6279	-58.6943	3
C06508	-18.0759	-3.7851	3
C06509	11.7873	-42.6493	3
C06514	5.3742	-2.6648	3
C06515	-56.9705	-44.102	3
C06516	-21.3878	-1.7351	3
C06518	-1.1977	-24.2887	3
C06520	9.1089	-16.7599	3
C06521	-21.468	-1.6073	3
C06522	20.05	-44.0886	3
C06523	-18.2087	-17.341	3
C06524	7.9252	-33.1167	3
C06525	47.4018	-80.8338	3
C06527	64.1486	-44.5829	6
C06528	5.502	-38.2919	3
C06529	-15.5653	-30.4249	3
C06530	-14.972	-47.3489	3
C06535	20.6117	-38.0914	3
C06537	-63.6389	-40.9823	3
C06538	-48.0229	-56.9912	3
C06539	-47.6186	12.2861	2
C06540	-20.4198	24.1617	3
C06541	-10.9093	-5.382	3
C06542	-78.6516	-9.1865	2
C06544	-44.0856	11.9061	3
C06545	-44.9509	16.5236	3
C06546	-43.7991	17.2592	3
C06547	-20.3297	21.5804	3
C06548	-77.5931	-6.9799	2
C06549	-77.3001	-28.2869	3
C06550	-76.9727	-17.1235	3
C06551	-13.7695	30.5148	3
C06553	-7.1392	-25.3699	3
C06555	-65.1613	-12.1519	3
C06556	-42.3781	-26.6559	3
C06557	-0.4785	23.4763	3
C06558	-60.5435	-11.7929	3
C06559	-45.7761	16.1132	3
C06560	-41.3804	12.6982	2
C06561	-49.8612	9.9	3
C06562	-20.2633	21.7463	3
C06563	6.2439	-17.0821	3
C06564	0.9387	1.3196	3
C06565	19.4568	-10.877	6
C06566	-9.4713	-73.1513	3
C06567	-0.3174	3.1525	3
C06568	-48.0798	-41.9137	3
C06569	-0.5818	-0.7057	3
C06570	-43.1654	-39.8379	3
C06571	-59.4444	4.2111	3
C06572	-8.6574	-40.216	3
C06573	-92.0161	-1.5143	3
C06574	-73.4262	0.2607	3
C06575	-70.7678	13.41	2
C06576	-2.21	-12.545	3
C06577	-22.3238	4.7265	2
C06578	-6.142	-40.8998	3
C06579	-9.1644	-32.3356	3
C06580	-101.4749	-3.7798	1
C06581	-10.1627	-39.3828	3
C06582	-8.8682	-40.2657	3
C06583	-24.026	-3.3537	2
C06584	-42.4135	-17.6606	3
C06585	-20.9689	-14.0364	3
C06586	-50.6626	-5.706	3
C06587	-58.5815	-27.7058	3
C06588	-24.3994	-13.8181	3
C06589	-25.532	-3.2877	3
C06591	38.3234	-83.4539	3
C06592	-31.1552	-15.2994	3
C06593	-66.4667	-18.6688	3
C06594	-27.6834	-13.4905	3
C06595	-36.1074	5.2524	2
C06596	-31.7245	-2.9713	3
C06597	-21.9142	-17.2091	3
C06598	-1.3526	-14.2903	3
C06600	-16.165	-3.5209	3
C06601	-2.9136	-32.7585	3
C06602	-43.2297	1.4886	3
C06603	-6.538	-39.6499	3
C06604	-31.1889	-16.7793	3
C06605	-26.7542	3.8688	2
C06606	-26.1519	16.1575	3
C06607	-24.089	-14.0039	3
C06608	21.4042	-69.462	3
C06609	-28.282	-17.6801	3
C06610	-29.2101	-22.069	3
C06611	-59.0513	-21.7057	3
C06612	-4.524	-11.1977	3
C06613	-20.9783	-23.5343	3
C06614	-13.8851	-22.6011	3
C06615	-15.9818	-17.3664	3
C06617	-76.5865	-4.778	3
C06618	-10.4296	-28.9938	2
C06619	-76.8249	-11.2302	3
C06620	-24.5089	-10.9196	3
C06621	-85.794	0.0207	1
C06622	-29.6597	-5.5222	3
C06624	-86.8916	6.2688	1
C06625	-22.0493	-13.688	3
C06626	-65.8738	-29.3827	3
C06628	-28.8588	-22.9813	3
C06629	-25.595	-3.4968	3
C06630	-26.2352	1.9279	3
C06631	23.792	-79.6026	3
C06632	-21.3513	-25.3061	3
C06633	-23.7069	-11.2866	3
C06634	-22.5961	-48.0642	3
C06635	-91.1868	-5.3631	3
C06636	-92.6489	-1.4665	3
C06637	-12.1759	-18.2592	3
C06638	-42.461	1.8763	3
C06639	-72.3719	-5.6506	3
C06640	-28.6085	1.5379	3
C06641	-30.8144	2.5679	2
C06642	-35.048	-12.2572	3
C06644	-50.6572	-5.6688	3
C06645	-1.7737	-32.3469	3
C06646	-55.9563	-22.1425	3
C06647	2.3316	-30.507	3
C06648	-28.2258	-15.7308	3
C06649	-2.3957	-13.019	3
C06650	-30.4625	-17.5033	3
C06651	-25.4477	-41.8642	3
C06653	-28.5991	-1.7007	3
C06654	-22.1836	-17.2754	3
C06656	-34.2917	3.7056	3
C06657	-19.5545	-8.4464	3
C06658	-20.0687	-26.8168	3
C06659	-23.06	-29.0633	3
C06660	-49.7817	-20.4093	3
C06661	-26.53	-19.7228	3
C06662	-30.6217	0.6842	3
C06663	-28.4802	-31.2128	3
C06664	-21.3984	-15.4762	3
C06665	-28.7897	-16.9992	3
C06666	-70.0991	-23.2745	3
C06667	-29.3667	1.4691	3
C06668	-69.4137	9.301	3
C06669	-29.6542	-24.0903	3
C06671	-42.4251	16.4852	3
C06672	1.2344	19.0863	3
C06674	7.9922	-38.7749	3
C06676	-37.1199	12.299	3
C06681	-31.9739	16.3843	3
C06682	-38.7477	10.1831	3
C06685	-38.9915	10.5066	3
C06686	-30.8262	17.363	3
C06687	-1.6542	19.0158	3
C06690	-37.7796	12.037	3
C06692	-58.7365	-9.12	3
C06695	-40.1598	10.2017	2
C06696	-58.1882	-6.9968	3
C06699	-59.5628	-8.8131	3
C06701	-20.0817	-4.8369	2
C06702	-37.6808	11.8779	3
C06703	-29.9725	16.6438	3
C06708	-23.7953	17.0989	3
C06709	-18.0155	-12.8016	3
C06712	-52.1331	8.2281	2
C06713	-47.6163	-40.5519	3
C06716	-58.3598	-9.943	3
C06717	-46.8349	0.722	3
C06718	-82.2786	-14.4401	1
C06719	-42.0507	10.8155	2
C06720	-47.0634	9.9509	2
C06726	-61.6955	-20.6398	3
C06733	-60.2109	-7.2372	3
C06735	-52.6312	7.544	1
C06737	-23.7733	-8.0168	3
C06741	-66.7218	-6.22	3
C06742	3.934	-33.0162	3
C06743	24.2753	-67.8318	6
C06744	-3.3855	-50.1003	3
C06745	5.2311	-37.7095	3
C06746	10.8186	-57.0278	3
C06747	9.1914	-58.4857	3
C06748	-8.2223	-36.6536	3
C06749	-13.9055	-2.6375	3
C06750	-57.2855	-36.8918	3
C06751	-0.6175	-45.0405	3
C06752	-24.641	-56.0526	3
C06753	-27.617	-2.6868	3
C06754	-17.32	-8.3	3
C06755	-8.6755	-36.8241	3
C06757	-40.1355	-39.2881	3
C06758	-16.3447	-7.471	3
C06759	-28.8477	-64.3635	3
C06760	-48.3968	-39.3861	3
C06761	9.9004	-56.8566	3
C06763	4.2494	-37.1638	3
C06764	-44.4034	-43.0663	3
C06766	9.345	-58.193	3
C06768	18.4189	-33.64	3
C06769	-29.3699	-44.597	3
C06770	-88.0258	-21.513	3
C06771	-36.5946	6.569	2
C06772	19.4247	-28.4128	3
C06774	-99.3907	-9.6457	1
C06775	-74.4739	-6.8004	3
C06777	-65.5302	24.2575	2
C06778	-76.3715	-10.4996	3
C06780	-37.5216	-24.4388	3
C06781	-65.9468	-14.2128	3
C06782	-67.8366	-17.6702	3
C06783	-62.4851	-10.431	3
C06784	-20.6501	20.6255	3
C06785	-60.0776	-17.3997	3
C06787	-60.4279	-6.7087	3
C06788	-76.131	-4.8382	2
C06789	-65.6425	8.3522	3
C06790	-97.2027	-9.7015	3
C06791	-75.8352	-13.7575	3
C06792	-67.3093	-14.6602	3
C06793	-33.1932	16.5635	3
C06794	-59.3147	5.5583	3
C06795	-73.8225	-8.8044	3
C06796	-76.0051	-9.1563	3
C06798	-51.5606	7.9737	3
C06799	-58.5275	7.3234	6
C06800	-61.8959	-11.272	3
C06801	-75.374	-7.3919	3
C06802	-96.9445	-9.5523	3
C06803	-76.8065	-17.6641	3
C06804	-55.2657	-6.8676	3
C06805	-26.0826	18.1115	3
C06806	-65.8869	-14.732	3
C06808	-67.8001	-17.0224	3
C06811	1.7764	-3.9793	3
C06812	-0.803	-37.8	3
C06813	-58.756	-10.3317	3
C06814	-44.2245	-42.5616	3
C06815	-57.9333	-41.0578	3
C06816	-98.0215	-5.9636	3
C06817	-31.0212	-53.9191	3
C06818	-70.0633	-10.0502	3
C06819	-41.3429	-20.8027	3
C06820	-63.4604	-10.1826	3
C06822	-26.7119	23.9176	3
C06823	-47.3546	-16.7521	3
C06824	-58.9218	-13.7332	3
C06825	-68.5107	-16.5968	3
C06828	-62.6175	-12.3739	3
C06830	-49.9135	9.5551	3
C06831	-38.4347	-25.0898	3
C06832	-20.9579	36.7355	2
C06833	1.4849	-37.8998	3
C06835	-59.6743	-14.0758	3
C06836	-41.3039	5.9536	3
C06837	-70.1492	-7.7786	3
C06838	-76.3477	0.847	2
C06839	-74.5306	-5.2556	2
C06840	-72.4211	-10.8336	3
C06842	-62.0736	-10.2379	3
C06843	-63.4372	-15.572	3
C06844	-99.385	-10.2671	3
C06845	-69.3125	-15.6575	3
C06846	-38.2344	6.409	3
C06847	-47.4328	12.0041	2
C06848	-68.8272	-8.506	3
C06849	-74.8491	-6.069	2
C06850	-71.3195	-13.5153	3
C06851	-70.2493	-12.1643	3
C06852	-49.1758	-41.6619	3
C06853	-62.0726	-24.6554	3
C06854	0.7872	-37.6827	3
C06855	-89.0957	-11.0733	1
C06856	-42.6477	-22.0619	3
C06857	-64.8917	-31.4364	3
C06858	-32.5683	16.6492	3
C06859	-43.2392	3.7678	3
C06860	-48.4093	2.8627	3
C06861	-50.4539	-35.7676	3
C06863	-62.7578	-38.096	3
C06864	-73.8299	-9.8145	3
C06865	-69.8661	-15.4824	3
C06866	-98.7468	-5.1215	1
C06867	-24.9079	18.6354	3
C06868	-67.3801	-10.0761	3
C06869	-77.8606	-29.1617	3
C06870	-63.2688	-3.9387	3
C06871	-44.5459	-35.338	3
C06873	-71.721	-13.6587	3
C06874	-71.4165	-13.169	3
C06875	-44.9688	-10.7666	3
C06878	-62.6526	-38.1286	3
C06880	-72.1194	-11.3921	3
C06883	-68.4014	-10.5022	3
C06884	-73.839	-21.1346	3
C06886	-18.7416	-14.8995	3
C06888	-14.8254	-38.1916	3
C06890	-61.5978	-13.7247	3
C06891	-38.9213	-22.2862	3
C06892	-60.26	7.9592	3
C06893	-32.4545	10.3073	3
C06894	-76.4129	-6.8311	2
C06895	-43.4048	-17.1222	3
C06896	-46.9986	5.6867	3
C06898	-47.08	7.5223	3
C06899	18.6495	-6.8371	6
C07142	36.0374	-79.3183	3
C07143	35.6039	-75.0803	3
C07144	-45.1482	-39.4509	3
C07146	-55.9781	-28.5971	3
C07147	9.0564	-0.615	3
C07149	-54.5794	-32.4559	3
C07150	-73.1051	-34.0963	3
C07151	1.0849	-16.6793	3
C07152	-75.8197	7.9442	2
C07153	-57.2434	-25.8031	3
C07154	-18.9378	-46.9566	3
C07155	-48.7905	-33.1509	3
C07156	-46.9956	-36.5231	3
C07157	-52.2289	-38.6636	3
C07158	-72.1043	-26.4861	3
C07159	23.6804	-68.6581	3
C07160	-56.4979	-26.5396	3
C07161	-51.7246	-25.1739	3
C07162	-51.0451	-38.3963	3
C07163	-67.5823	-23.8637	3
C07164	-69.6481	-24.631	3
C07166	-21.0326	-12.4181	3
C07167	-61.444	-18.4153	3
C07168	-46.7348	-31.6613	3
C07169	-14.8058	-9.3885	3
C07171	-71.9351	-25.5487	3
C07172	-74.0654	-33.1217	3
C07173	-37.053	0.8662	3
C07174	-31.7746	-37.1433	3
C07175	-21.8222	-45.9457	3
C07176	-56.9788	-20.4392	3
C07177	-28.1468	-37.7532	3
C07178	-25.2962	0.0396	3
C07179	-34.8796	-23.1667	3
C07180	-26.4768	-20.5158	3
C07181	-78.0805	-23.2833	3
C07182	-69.4203	-24.5192	3
C07183	-71.8181	-25.4985	3
C07184	6.3199	-56.2621	3
C07185	-65.5668	6.9482	3
C07186	-28.8399	18.5395	3
C07187	1.1092	-16.0072	3
C07188	-28.0757	-27.9887	3
C07189	-64.6672	-14.739	3
C07190	-54.112	-32.8707	3
C07191	-11.2157	-10.4274	3
C07192	-66.4759	-23.1846	3
C07194	-4.9216	-7.2077	3
C07195	-75.1689	-25.7585	3
C07196	-44.0163	-39.1046	3
C07197	1.7342	-31.5323	3
C07198	-41.3312	-27.458	3
C07199	-8.7839	-77.4785	1
C07200	-19.0229	-45.1149	3
C07201	-24.0941	-27.5098	3
C07202	-23.0281	-27.1613	3
C07203	-54.4692	-26.7011	3
C07204	-7.1223	-25.577	3
C07205	-9.4506	-73.1414	3
C07207	-29.8602	18.2928	3
C07209	12.3147	-2.3178	3
C07210	-51.4439	-38.468	3
C07211	-64.8691	-27.4949	3
C07212	23.3284	-70.2927	3
C07213	-67.7229	-26.6225	3
C07214	-19.9001	-26.816	3
C07215	-33.4436	-35.467	3
C07216	-5.3431	-39.205	3
C07217	19.2999	-69.6111	3
C07218	-28.7766	16.0906	3
C07219	-32.5948	0.5159	3
C07220	-26.6839	-21.3653	3
C07221	-26.7607	-22.6318	3
C07223	-27.2152	-27.3954	3
C07224	-30.0157	-40.0492	3
C07226	-52.6244	-39.2574	3
C07227	-72.7482	-35.7343	3
C07228	-49.8188	-20.5747	3
C07229	-77.0622	-8.9696	3
C07230	-70.0219	-16.9645	3
C07231	-8.1128	-58.9325	3
C07232	-45.5989	-41.167	3
C07233	-52.3572	-40.1471	3
C07234	-32.6869	-12.0125	3
C07236	-55.6958	-27.047	3
C07237	-5.7479	-9.0998	2
C07238	35.7295	-76.3835	3
C07239	-22.6513	-47.4732	3
C07240	-32.2658	-35.8683	3
C07242	-74.757	-24.9791	3
C07243	-78.2972	-3.9206	3
C07244	-24.4431	-48.4851	3
C07245	-63.9045	-28.451	3
C07246	-62.8802	-15.495	3
C07247	-68.3806	-30.395	3
C07248	-75.7174	-11.2332	3
C07249	-58.4429	-27.7353	3
C07251	-23.6984	-48.1947	3
C07252	-20.4948	-46.8635	3
C07253	-29.8969	-24.4549	3
C07254	-40.7756	-38.9537	3
C07255	-72.7144	-35.8578	3
C07256	-37.2338	-35.3842	3
C07258	-18.853	-46.7081	3
C07259	-28.3761	-43.9736	3
C07260	-42.0271	4.5776	3
C07261	-28.1205	17.1998	3
C07262	-74.8688	-23.7265	3
C07263	-60.338	-16.3167	3
C07264	-70.4971	-8.7825	3
C07265	-72.909	-35.0092	3
C07266	-70.1263	11.4029	3
C07267	-42.642	-26.5465	3
C07268	-75.9353	-8.4673	3
C07269	0.1875	-37.0181	3
C07270	-65.9745	-28.4721	3
C07271	-75.5401	-24.0707	3
C07272	-49.3606	-22.72	3
C07273	-11.0476	-74.4728	3
C07274	-68.1336	-26.3945	3
C07276	-74.2213	-25.1731	3
C07278	-68.6863	-25.4233	3
C07279	-74.2334	-32.8867	3
C07281	-12.8139	-56.3218	3
C07282	-69.7322	-26.6392	3
C07283	-55.9551	-25.8607	3
C07284	-59.8817	-27.7773	3
C07285	-74.4084	-26.9007	3
C07286	-60.8925	6.4145	3
C07289	-60.2752	-20.3911	3
C07290	-27.3603	-46.6729	3
C07294	16.1071	-59.902	3
C07296	10.429	-28.3529	3
C07297	12.4806	-32.4097	3
C07298	-31.2839	-5.1165	3
C07299	-24.6037	-44.1436	3
C07300	-17.8505	-2.816	3
C07301	-15.0116	-47.5916	3
C07302	-19.6268	-17.4624	3
C07303	5.7158	-35.4239	3
C07304	-19.0272	4.4073	3
C07305	19.927	-31.4733	3
C07306	-59.6031	-37.9407	3
C07308	20.6274	-38.0648	3
C07309	-42.1337	25.0062	3
C07311	2.7602	0.8504	3
C07313	-39.7484	18.7529	3
C07316	5.1526	-23.7498	3
C07317	-2.6146	25.3374	3
C07319	-2.8456	20.0249	3
C07320	-15.0752	-14.9561	3
C07322	10.5465	-19.552	3
C07323	26.7847	-43.9697	3
C07324	-65.6386	-12.0884	3
C07325	-2.1556	19.2006	3
C07326	-23.8455	-28.7233	3
C07327	-24.0886	-19.9176	3
C07328	-10.1553	-47.3555	3
C07329	-33.4646	-26.7875	3
C07330	-42.5577	-30.823	3
C07331	-30.6073	-17.935	3
C07332	-35.1066	-36.265	3
C07333	-20.626	-13.6689	3
C07334	-34.5575	-33.868	3
C07335	-18.4681	-38.8946	3
C07336	-38.0882	-44.8889	3
C07338	-55.0266	-22.8225	3
C07339	-60.0808	-36.7255	3
C07340	-60.8753	-36.5828	3
C07341	-14.3811	-18.452	3
C07342	-41.2007	3.645	3
C07343	-10.3123	-10.8441	3
C07344	-43.149	-30.554	3
C07345	-55.344	-23.885	3
C07346	-50.5718	-24.4793	3
C07347	-33.0412	-20.9918	3
C07348	-76.0447	1.049	3
C07349	-24.7316	-44.1763	3
C07350	-40.7433	-25.0497	3
C07351	-62.1726	-39.8191	3
C07352	-33.1414	-27.7413	3
C07354	-11.6645	-43.1621	3
C07355	-20.9072	-27.9864	3
C07356	-68.608	-18.5378	3
C07357	-4.4665	-17.1225	3
C07358	-3.4396	-19.5706	3
C07359	-76.4509	-1.2272	3
C07360	-36.4598	-29.4256	3
C07361	-38.7835	-35.8078	3
C07362	-35.7575	-32.0443	3
C07363	16.8184	-72.713	3
C07364	-20.5948	-44.0351	3
C07365	-73.3446	-18.2903	3
C07366	-15.6375	-17.0433	3
C07367	-27.5247	-18.8728	3
C07368	-56.2518	-36.89	3
C07369	-39.1947	-28.9222	3
C07370	-43.6992	-57.0969	3
C07371	-59.5598	-15.3931	3
C07373	-24.628	-20.0353	3
C07374	-23.1973	-21.2613	3
C07375	-65.8392	-21.321	3
C07376	-24.4167	-29.5453	3
C07377	-23.0189	-50.6777	3
C07378	-16.9277	-29.0708	3
C07379	-7.8723	-21.1031	3
C07380	-49.4771	-20.0786	3
C07381	-14.279	-53.0324	3
C07382	-24.3982	-22.3367	3
C07383	-39.0509	-41.7482	3
C07384	-18.9811	-17.4789	3
C07385	-37.0358	2.8127	3
C07386	-6.1778	-22.8189	3
C07387	-74.7601	-20.5885	3
C07388	-29.9127	-29.5036	3
C07389	-36.6378	-32.7512	3
C07390	-61.3547	-27.4358	3
C07391	-22.9965	-18.5412	3
C07393	-8.167	-14.666	3
